estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa
DF,4669999,457542,1,1,2,XPTO123
SE,3313901,61288,0,16,2,FOO456
SP,4673700,769738,2,14,2,CABL951
AL,4322303,873288,0,2,3,MEL789
TO,4221903,250997,0,11,1,CABL951
RS,4669901,631491,0,6,2,FOO456
MT,3321000,615410,3,2,2,MEL789
RS,4322302,253390,0,2,1,CABL951
BA,4754703,392480,0,10,2,MEL789
MT,3313901,934445,2,2,2,XPTO123
BA,4322302,712417,3,7,3,JJF753
GO,2821602,756858,0,8,2,FOO456
PI,3511501,59086,4,4,4,MEL789
SC,4669901,337768,0,15,2,FOO456
DF,2821602,313522,0,2,1,MEL789
PR,3329599,871357,3,19,1,JJF753
MA,4754703,457120,0,18,2,MEL789
AL,7112000,887604,0,4,4,CABL951
RO,4669999,963497,0,14,1,XPTO123
RN,3511501,555593,3,5,4,MEL789
AP,3313901,561448,4,9,1,MEL789
MS,4669999,24526,3,3,2,MEL789
MG,4221903,996979,0,7,1,JJF753
MG,7112000,790375,1,2,3,JJF753
BA,4669999,597734,0,20,3,XPTO123
AC,4221903,898294,0,15,2,JJF753
TO,4221902,719180,3,15,2,XPTO123
ES,4322302,808491,0,10,2,XPTO123
MS,4669999,164959,4,1,3,JJF753
DF,4322303,253147,0,18,2,MEL789
MG,4322302,221970,0,18,1,XPTO123
SC,3511501,637921,2,12,3,FOO456
MG,3511501,583630,0,20,4,MEL789
TO,3321000,828455,0,18,4,CABL951
RO,4221902,383252,1,13,2,JJF753
RJ,4322302,605222,0,1,1,JJF753
RJ,4321500,324730,0,3,2,MEL789
PA,3511500,783877,0,10,4,JJF753
RS,3511500,778593,4,13,3,CABL951
RS,4742300,279575,0,5,2,CABL951
MT,4321500,394877,3,3,2,XPTO123
RJ,3329599,404820,2,4,3,MEL789
CE,4322301,799763,0,12,2,JJF753
AC,7112000,306736,4,15,3,CABL951
RN,3511501,753468,2,17,2,CABL951
SE,4742300,604407,0,20,4,XPTO123
RR,3329599,766783,0,13,2,MEL789
RS,4322302,148889,0,4,3,JJF753
RN,4669999,306971,2,19,1,JJF753
AM,4742300,815941,0,16,4,MEL789
ES,3321000,49536,0,6,3,MEL789
BA,4221902,388524,0,3,3,JJF753
RR,3511501,653254,0,4,1,XPTO123
PI,3511501,574066,0,7,3,CABL951
PI,2821601,785377,2,3,2,CABL951
PA,4754703,76232,0,20,4,FOO456
RR,4221902,222299,0,6,2,MEL789
PI,4322303,411565,0,6,2,FOO456
PB,2821602,903692,4,4,3,FOO456
DF,3313901,155886,4,21,1,CABL951
ES,2731700,507940,4,17,3,FOO456
PE,4669901,255488,0,12,4,FOO456
PR,4754703,219697,0,5,3,MEL789
MG,4673700,885761,0,5,2,CABL951
RS,4221903,235568,3,6,3,FOO456
MT,4742300,893359,2,15,3,CABL951
RO,3511501,410253,0,3,4,CABL951
MT,4742300,544372,4,2,4,XPTO123
AC,3511502,875043,2,9,1,FOO456
RS,3511501,239583,0,2,3,CABL951
RR,4742300,280476,0,18,4,JJF753
MT,3329599,971165,0,20,3,JJF753
AC,3313901,476255,0,16,2,XPTO123
PE,4322301,303352,1,18,3,FOO456
ES,4742300,352577,0,18,3,CABL951
RN,3511500,301105,0,16,3,MEL789
GO,4321500,189117,1,1,1,MEL789
MT,2731700,192095,3,8,3,CABL951
CE,3511501,593520,4,8,4,FOO456
AM,7112000,653243,0,18,3,XPTO123
PR,4742300,13469,2,1,1,CABL951
BA,4322302,56083,0,13,3,CABL951
CE,4322302,468017,0,21,1,CABL951
SE,4754703,827649,2,1,2,FOO456
MT,4322302,735552,4,4,1,JJF753
RS,3329599,248275,0,21,3,JJF753
PB,4669999,39594,0,11,4,CABL951
TO,3313901,139599,0,18,2,XPTO123
BA,4322301,927155,0,15,1,JJF753
PR,4322302,260921,1,3,4,CABL951
ES,4322303,762700,0,14,2,CABL951
RS,4754703,833480,4,5,2,FOO456
SE,4669901,119516,0,21,4,XPTO123
MG,4321500,957228,0,13,1,CABL951
RS,4322303,58128,0,6,4,FOO456
AC,2821602,929664,0,12,2,MEL789
BA,2821601,357365,0,2,3,XPTO123
PE,3313901,391875,2,11,3,CABL951
AC,2821602,841863,0,9,3,MEL789
RJ,3511502,200458,4,15,2,CABL951
SP,4673700,693840,0,12,2,XPTO123
MS,4221903,841600,0,9,1,XPTO123
AC,4221903,777229,0,13,1,JJF753
MT,3511500,636032,0,17,4,MEL789
CE,3321000,540956,3,8,1,XPTO123
ES,4669999,629761,1,6,3,CABL951
RJ,2821602,709368,0,4,1,FOO456
AL,3313901,893119,0,1,1,JJF753
RS,4322301,136037,0,13,1,MEL789
RS,4322303,298128,2,10,3,MEL789
ES,3511501,157662,0,10,4,JJF753
PR,3329599,977867,0,7,4,XPTO123
PE,3511501,877844,4,20,4,FOO456
MS,3511500,947671,2,5,1,FOO456
GO,2821602,857870,0,8,3,JJF753
BA,3313901,708286,0,20,4,FOO456
AM,4742300,614996,4,15,2,MEL789
SC,4742300,938371,4,7,2,CABL951
PE,4754703,856621,0,3,4,CABL951
MA,2821602,54865,1,4,2,JJF753
MT,4322302,812815,0,20,4,FOO456
PE,3329599,471338,0,12,1,FOO456
AM,3511501,538678,0,17,1,XPTO123
MG,4321500,13690,1,12,1,FOO456
RJ,2731700,877443,0,14,1,MEL789
PA,4673700,546518,0,1,1,FOO456
MG,4322301,242510,0,7,3,XPTO123
RR,4754703,221971,2,13,1,JJF753
CE,4669999,148595,2,7,4,MEL789
SC,4321500,528640,0,15,3,JJF753
RS,3329599,776726,1,15,2,CABL951
RN,4321500,744658,0,4,1,MEL789
RR,3329599,349424,0,8,4,MEL789
PI,3511500,586443,3,7,2,XPTO123
CE,4221902,14981,1,20,4,XPTO123
RO,3511501,282058,0,18,3,CABL951
RO,4221903,343410,0,2,3,CABL951
AL,7112000,247766,0,2,3,CABL951
RN,4322301,768506,0,14,1,MEL789
SE,4221902,706259,0,7,1,FOO456
AP,4321500,969551,0,1,2,MEL789
PE,4669901,561049,0,3,4,CABL951
CE,2821602,65972,1,14,1,XPTO123
PE,4754703,394016,3,19,3,JJF753
AC,4669901,863135,0,12,3,XPTO123
PA,4322302,310365,0,18,4,MEL789
MS,2821601,473463,0,14,2,MEL789
RO,3511502,336782,0,18,1,CABL951
MG,4754703,451671,2,11,1,FOO456
PA,4669901,666091,0,3,2,CABL951
GO,4221903,15936,3,2,3,JJF753
PB,3329599,846976,4,5,2,FOO456
AM,4321500,828787,3,14,3,JJF753
GO,3321000,960813,2,11,3,XPTO123
RN,3511502,239610,0,4,4,JJF753
RR,4673700,744086,2,21,3,JJF753
TO,2821602,785361,0,20,2,JJF753
GO,2731700,318616,0,8,4,FOO456
PB,2731700,402708,0,17,4,MEL789
RN,3313901,952490,2,3,3,JJF753
AP,2821602,978539,0,15,1,FOO456
CE,3329599,287705,1,9,1,JJF753
PR,4322303,900533,0,13,2,XPTO123
PE,4221903,656519,0,17,3,FOO456
MA,4221903,969808,0,13,1,XPTO123
PR,4669999,819817,0,17,2,XPTO123
AP,3511501,946842,4,19,1,JJF753
PA,4321500,874974,0,12,2,CABL951
BA,4321500,758496,0,20,1,MEL789
PR,3329599,289740,2,13,4,FOO456
SP,2821601,986549,1,2,3,XPTO123
RS,4321500,978214,4,6,3,MEL789
PB,4321500,906851,4,20,4,FOO456
MS,4669999,106622,0,5,2,JJF753
AP,4322301,402310,0,5,3,MEL789
ES,2731700,860819,4,11,2,XPTO123
MG,4669901,268351,1,7,4,JJF753
AP,4669999,463776,4,3,2,JJF753
RS,4321500,699434,3,3,3,CABL951
RS,2821602,832341,0,14,3,CABL951
PE,3511500,496524,1,21,1,XPTO123
MS,3511501,472251,0,16,2,XPTO123
SC,2731700,698254,2,19,4,MEL789
TO,4322303,873474,0,19,2,XPTO123
PI,4669999,777515,1,16,3,FOO456
SE,4322302,603340,0,21,4,FOO456
RJ,2821602,77400,1,6,4,XPTO123
TO,3329599,53048,0,6,3,CABL951
RR,4221903,659018,0,11,1,XPTO123
CE,3511501,197193,0,6,4,MEL789
MA,3511500,873010,0,8,3,MEL789
MG,2821602,998704,0,4,3,MEL789
PB,4221902,648489,0,9,1,CABL951
MG,4673700,290274,0,20,3,XPTO123
MS,4669999,512254,0,16,1,JJF753
RR,4669999,991529,0,3,1,MEL789
SP,2731700,923399,1,17,3,XPTO123
RS,3511501,540867,2,13,1,FOO456
RO,2731700,665509,0,10,4,XPTO123
MG,4754703,377946,0,1,1,MEL789
PB,4322301,973416,0,11,2,XPTO123
AM,3313901,964436,0,21,3,CABL951
AL,4321500,362732,0,19,2,JJF753
MA,2821602,755563,0,12,1,FOO456
SP,4321500,833349,0,14,1,XPTO123
MS,4321500,181746,0,13,2,FOO456
MS,4322303,898049,0,6,1,MEL789
PB,4673700,962841,0,21,2,FOO456
PE,4322302,696422,2,19,1,FOO456
MT,3329599,212060,0,13,2,CABL951
TO,4221902,325641,0,10,2,FOO456
PR,2821601,86065,0,12,4,CABL951
MS,4221902,145578,0,16,1,JJF753
RJ,4321500,514763,2,6,1,CABL951
RO,4221903,732365,3,10,2,FOO456
MT,3511501,784548,0,6,4,JJF753
DF,3511501,403821,0,12,3,MEL789
MT,4673700,145311,0,20,1,XPTO123
AP,3321000,184772,3,17,4,XPTO123
GO,3329599,148936,0,20,4,JJF753
RS,4221903,166279,0,19,2,XPTO123
SC,3321000,279199,1,20,4,JJF753
PA,4754703,386349,2,7,3,MEL789
MG,4322301,488060,0,7,2,XPTO123
PI,3511501,235575,0,19,3,XPTO123
PE,4673700,564033,0,21,2,CABL951
MA,4321500,157635,2,20,2,XPTO123
AM,4754703,635601,0,8,4,MEL789
PR,3321000,403087,0,19,2,CABL951
AM,4754703,433629,0,19,3,MEL789
GO,3511502,332468,0,14,3,XPTO123
AP,4322301,442065,4,18,2,MEL789
PR,3511501,850652,1,19,4,JJF753
RO,7112000,229052,1,3,2,XPTO123
PI,4742300,687437,4,4,3,XPTO123
AC,4321500,100195,0,4,4,CABL951
GO,4669999,133974,0,10,3,MEL789
RJ,4742300,98463,1,14,1,FOO456
AM,4673700,524680,0,6,1,JJF753
PR,4321500,398958,1,4,1,FOO456
AC,3313901,81727,0,3,3,JJF753
AL,4321500,652643,4,1,1,JJF753
SP,4221902,667863,2,6,2,FOO456
DF,3511501,496815,0,9,1,XPTO123
AC,4221903,495177,3,11,2,XPTO123
SE,4321500,670101,0,8,2,CABL951
AM,4322302,33105,0,8,1,CABL951
GO,4321500,444999,0,20,2,XPTO123
RO,4321500,188998,0,9,2,MEL789
BA,4321500,948934,2,8,3,JJF753
AP,4322301,382949,2,4,4,XPTO123
SE,2821602,813631,3,15,4,FOO456
MS,3321000,220837,3,7,2,CABL951
PI,2821602,484479,0,19,1,XPTO123
GO,4673700,615305,0,20,1,FOO456
RJ,3329599,399466,0,5,2,MEL789
RO,7112000,972105,0,20,1,XPTO123
MS,4321500,139734,3,8,4,JJF753
RJ,4754703,487134,0,17,2,MEL789
ES,4669999,110557,1,6,1,MEL789
PR,4669901,646370,0,3,3,XPTO123
AC,3511500,515119,4,5,4,XPTO123
RR,4321500,293831,0,14,1,XPTO123
MS,4754703,433063,0,10,1,MEL789
AP,4322301,337262,0,16,4,JJF753
AL,2731700,288486,0,3,3,XPTO123
SP,4742300,587643,4,20,2,CABL951
MA,3321000,844687,0,3,3,MEL789
AC,2821601,206756,0,19,1,MEL789
DF,2821602,644900,0,2,1,XPTO123
PR,3321000,285156,0,15,2,XPTO123
AL,3329599,473219,3,15,1,CABL951
AC,3511501,53580,0,16,4,XPTO123
CE,4221902,72126,4,14,3,CABL951
AP,4322303,547966,3,5,3,JJF753
RR,4669999,351726,0,7,1,MEL789
AL,3313901,233322,3,21,3,XPTO123
RJ,4673700,455551,0,16,2,MEL789
SE,4322303,13554,1,4,4,JJF753
GO,4754703,900519,0,3,2,MEL789
MT,3511501,209540,4,18,2,CABL951
SE,4322301,177917,0,18,3,CABL951
AP,4754703,765961,1,21,3,MEL789
RR,4673700,784722,0,7,4,FOO456
GO,3511500,936407,2,15,1,MEL789
SP,4321500,389322,2,19,2,XPTO123
RJ,4321500,812768,0,17,4,CABL951
PE,2731700,44303,1,15,3,CABL951
RR,4322301,329385,4,20,1,CABL951
MS,4321500,861638,0,11,3,XPTO123
AL,2821602,91904,0,10,1,FOO456
RN,2731700,720002,0,4,1,CABL951
SP,2731700,268945,3,13,4,CABL951
TO,4322302,635841,0,11,1,XPTO123
AM,3321000,612605,0,18,4,FOO456
AM,4669999,998388,0,9,4,JJF753
AP,4321500,916945,0,9,2,JJF753
PE,4322303,827474,2,2,1,FOO456
RN,4221902,143234,4,16,1,CABL951
MA,7112000,317234,0,3,4,XPTO123
ES,4669999,48787,0,6,2,FOO456
AP,7112000,624952,0,14,3,XPTO123
RJ,4322302,313498,0,8,1,XPTO123
MG,2731700,258251,1,21,4,FOO456
SC,4322303,497748,3,6,1,JJF753
SC,4221903,469438,4,18,2,XPTO123
RR,4669999,382903,4,13,1,MEL789
MA,4221903,904204,0,13,2,JJF753
SP,3329599,446576,0,17,2,CABL951
PI,4322302,323607,0,12,1,CABL951
AL,2821602,815896,0,7,2,JJF753
MG,4221903,401896,0,16,3,CABL951
MA,4669999,392591,0,10,2,FOO456
MG,4322303,72662,3,12,2,JJF753
RN,3511502,446646,0,6,4,XPTO123
MT,4673700,758305,0,12,1,XPTO123
RS,4669901,224158,4,14,1,XPTO123
AL,4322301,554995,1,20,3,MEL789
PE,3511501,160119,0,13,1,CABL951
MS,3511502,687561,0,21,4,JJF753
RS,4754703,119502,4,19,2,FOO456
PB,3321000,377018,2,12,1,JJF753
BA,4322303,70816,4,6,2,CABL951
MS,3321000,945244,0,20,3,JJF753
MA,4221903,739737,0,11,2,CABL951
RO,2821601,589016,3,21,2,CABL951
TO,4221902,403461,0,5,1,FOO456
PR,4673700,614273,0,10,2,JJF753
RS,4221902,758590,4,3,1,XPTO123
MS,2821602,259202,1,19,4,CABL951
AP,4322303,698330,1,14,3,FOO456
AL,3321000,306397,1,4,2,JJF753
SE,4221903,216361,2,8,1,MEL789
RN,7112000,869236,0,19,3,MEL789
AC,4742300,301024,0,13,4,FOO456
RN,3511501,163282,4,18,4,CABL951
AP,4221903,672423,0,20,2,FOO456
SE,4221902,669510,3,21,3,MEL789
AL,3321000,290643,0,5,2,XPTO123
PE,3511501,138859,0,17,3,FOO456
PA,3511501,667742,0,15,4,FOO456
BA,4673700,649605,1,7,1,XPTO123
BA,3329599,192172,0,17,2,XPTO123
PE,4221903,308161,0,3,2,FOO456
AL,3511501,898706,0,20,3,JJF753
MA,3511502,372502,0,19,3,CABL951
AL,3313901,227772,3,17,1,FOO456
RS,2731700,910961,4,6,2,FOO456
PE,4221903,480306,0,4,2,MEL789
SE,3511500,586495,0,3,1,XPTO123
AM,4669999,480797,0,6,3,FOO456
AP,4742300,90236,0,10,1,FOO456
AL,3321000,900168,4,8,1,CABL951
MS,7112000,632352,0,20,2,XPTO123
MA,2821602,16567,2,9,3,MEL789
AL,3511501,177937,0,5,3,XPTO123
GO,3511500,416031,3,15,3,CABL951
CE,4669999,595433,1,4,4,MEL789
RR,4321500,906895,3,21,3,JJF753
RS,4322301,789365,0,9,2,JJF753
RR,4221902,878068,4,15,4,MEL789
PA,4669901,355956,2,16,3,MEL789
RJ,3511501,530211,1,17,3,XPTO123
TO,4221902,746546,2,5,2,XPTO123
ES,2821602,277357,0,10,3,MEL789
PR,4669901,95417,3,7,4,FOO456
GO,4322302,226913,2,20,3,JJF753
SP,2821601,336258,0,2,2,FOO456
GO,4322303,760015,0,3,2,MEL789
SC,7112000,305106,0,3,1,FOO456
GO,4221902,260379,1,7,1,XPTO123
SE,4673700,824516,1,7,3,MEL789
RO,4321500,576036,1,15,3,XPTO123
RR,2821601,50865,0,4,3,CABL951
MS,2731700,864534,4,8,2,MEL789
BA,4322302,931062,0,13,1,MEL789
AL,4322302,262727,0,1,2,CABL951
RS,4742300,621382,2,7,2,JJF753
BA,2821601,700427,2,20,1,FOO456
CE,4321500,953372,2,5,2,JJF753
TO,4322303,831447,2,13,4,XPTO123
CE,3321000,908188,4,11,4,XPTO123
PA,4669901,514135,2,19,2,JJF753
GO,3511502,352079,0,7,1,JJF753
CE,4321500,892806,0,10,1,XPTO123
SP,2821602,88614,1,2,3,JJF753
GO,2731700,230464,0,1,1,XPTO123
PA,4321500,625704,4,14,1,FOO456
RR,3511500,127225,1,6,1,CABL951
SE,4669901,98034,2,3,4,MEL789
SC,3329599,147308,0,3,4,CABL951
SC,3313901,737984,0,13,1,MEL789
RS,3511500,892856,3,21,3,JJF753
RN,3329599,271646,0,10,2,XPTO123
MT,4754703,655713,0,13,4,XPTO123
PR,2821601,933234,0,10,2,XPTO123
MS,4321500,433189,0,2,2,JJF753
AC,4669901,676427,0,2,3,JJF753
MA,4221903,804819,0,12,2,XPTO123
AL,3313901,646418,0,19,2,CABL951
PB,4669999,396159,0,15,3,CABL951
RN,4221903,896785,0,12,2,FOO456
RJ,4669901,967977,2,19,4,XPTO123
ES,7112000,286296,0,4,1,JJF753
PB,4742300,927644,0,4,4,XPTO123
GO,4221902,29414,0,11,4,JJF753
AM,4321500,802050,0,11,1,CABL951
AL,4322301,459850,3,21,1,MEL789
RJ,7112000,700438,0,4,2,XPTO123
RR,4669901,128637,1,10,1,CABL951
MG,4754703,137830,0,4,2,XPTO123
PI,2821602,903666,4,3,2,JJF753
CE,4669901,422628,0,14,1,MEL789
RO,4754703,118232,0,10,2,FOO456
MG,3321000,661129,0,16,4,CABL951
AP,2821601,693215,0,1,4,XPTO123
PB,4669901,774075,0,17,2,JJF753
PE,4322303,39051,0,2,3,XPTO123
TO,4754703,301153,0,20,4,XPTO123
AP,4322303,302970,0,14,3,CABL951
AC,4321500,496590,0,1,3,XPTO123
BA,3511502,984218,0,21,2,XPTO123
PB,4221902,126750,0,3,4,FOO456
DF,4754703,763762,0,21,3,CABL951
RN,3511501,706010,0,1,2,FOO456
MT,4322302,916388,4,16,1,FOO456
ES,3321000,310887,0,6,2,MEL789
PR,3313901,274503,0,9,1,JJF753
ES,4669999,888970,0,12,4,XPTO123
MG,7112000,664778,0,7,2,CABL951
AC,2821602,24541,0,18,2,XPTO123
MS,4322301,453102,0,7,4,JJF753
RJ,3511500,530983,0,3,1,CABL951
RO,3511501,593519,0,21,1,JJF753
SP,3511502,663110,0,9,2,MEL789
AC,4669999,715331,0,11,1,XPTO123
TO,4673700,986143,0,21,1,MEL789
PI,2731700,432061,0,7,3,XPTO123
RO,3511502,82786,0,19,4,MEL789
SC,4221903,692184,0,9,4,XPTO123
SC,3511502,948668,4,13,2,FOO456
GO,3511501,586311,4,6,2,JJF753
DF,4669901,610071,0,18,2,JJF753
SE,4669901,392853,3,5,2,JJF753
PR,2731700,703846,0,1,1,XPTO123
PB,3511501,546235,0,9,4,CABL951
AC,3511500,158244,3,16,2,CABL951
BA,3511501,622682,4,12,1,JJF753
SE,3511502,373832,4,4,4,FOO456
CE,7112000,61612,0,19,3,CABL951
MA,4321500,189438,0,20,4,MEL789
GO,4221903,282875,0,15,3,JJF753
PI,3511502,708782,0,21,2,XPTO123
CE,2821601,971666,0,10,1,MEL789
MG,2731700,671152,0,3,3,XPTO123
TO,4322302,151144,0,19,2,MEL789
AC,4742300,704189,3,16,2,MEL789
MA,4322303,555682,0,14,2,XPTO123
TO,4321500,953923,0,10,4,CABL951
ES,4321500,61887,0,4,1,JJF753
MG,3321000,347027,0,9,3,CABL951
MG,3511501,578029,0,15,1,XPTO123
PI,3511500,127324,0,3,4,FOO456
CE,3321000,952816,0,20,2,FOO456
GO,4221903,310109,4,13,2,JJF753
SE,4221902,379185,0,16,2,XPTO123
PA,3511501,992065,0,13,2,MEL789
RN,3511501,126907,4,18,1,XPTO123
SE,7112000,839084,1,10,2,XPTO123
SE,2821601,419630,0,6,2,JJF753
RR,2731700,241621,0,4,2,XPTO123
MS,4669999,271473,0,1,3,JJF753
ES,4321500,340758,0,14,1,JJF753
MA,3321000,240543,0,3,2,JJF753
PB,4221903,320552,4,20,4,JJF753
AM,4669999,491280,1,4,2,CABL951
MG,4321500,389596,0,12,4,JJF753
RO,4673700,413439,0,11,4,CABL951
ES,4754703,992744,2,19,3,JJF753
PA,2731700,806698,2,18,1,JJF753
MA,4669999,276966,3,12,3,MEL789
PB,3511501,671001,0,15,2,MEL789
MS,4673700,255212,2,21,1,CABL951
PR,3511500,51617,0,2,4,FOO456
BA,4322303,563655,0,18,4,XPTO123
PA,3321000,448756,0,4,4,MEL789
TO,3313901,63778,0,2,1,FOO456
MS,3511501,329504,0,5,3,FOO456
RJ,4221902,52287,0,19,1,XPTO123
DF,4322302,936285,0,7,4,MEL789
MT,2731700,747224,4,2,4,CABL951
RS,2821602,922661,0,19,2,JJF753
PR,3313901,904574,4,4,1,XPTO123
RN,4221903,800028,1,4,2,JJF753
AL,3511501,811814,4,4,2,FOO456
RS,4221902,744445,1,17,1,FOO456
AP,2731700,608997,2,17,3,FOO456
AC,4322303,299879,0,12,2,FOO456
DF,4321500,98212,4,21,3,FOO456
RJ,4669901,605150,0,17,2,XPTO123
CE,4221902,816912,0,18,1,CABL951
AC,3511500,961330,0,5,2,XPTO123
SP,3511502,535414,2,17,4,XPTO123
MA,7112000,175992,1,19,4,CABL951
CE,3511502,884944,0,8,4,JJF753
PR,2821602,509259,0,9,2,CABL951
MT,3329599,174167,0,3,2,CABL951
BA,7112000,274592,0,18,4,MEL789
PE,4322303,885029,4,13,3,CABL951
MT,2731700,843446,2,21,1,MEL789
MT,3511500,483730,2,19,3,CABL951
PB,4321500,991446,0,5,1,JJF753
PA,4321500,110077,0,9,4,CABL951
TO,4322301,411341,0,2,3,JJF753
AL,4673700,439143,0,1,4,FOO456
AL,4221902,490391,1,10,3,JJF753
AM,3511502,203669,3,17,4,MEL789
AM,4669999,577267,4,9,4,MEL789
PA,3321000,636209,1,8,2,XPTO123
AM,4221903,920508,0,17,4,XPTO123
PB,3329599,236020,0,4,1,XPTO123
DF,4321500,971716,0,13,3,XPTO123
SP,4673700,709243,1,16,1,MEL789
AM,4742300,633483,0,13,2,FOO456
RN,3329599,211987,0,1,2,JJF753
MG,3329599,802809,2,3,2,CABL951
RS,3511501,207999,0,9,4,XPTO123
RS,3511502,724331,0,7,1,JJF753
RN,3511502,20006,3,2,4,CABL951
MG,3321000,512496,4,20,2,XPTO123
AP,4322303,531812,0,6,1,MEL789
SP,4322303,382196,0,5,2,FOO456
AL,4742300,264282,0,20,2,JJF753
PI,2821602,483374,0,7,2,JJF753
PA,2821601,877927,2,21,1,FOO456
BA,3511502,323716,0,11,4,XPTO123
RO,3511501,597205,0,10,3,XPTO123
RR,4322302,171891,3,16,1,CABL951
CE,3321000,447266,3,17,1,FOO456
SE,2821601,50601,0,17,1,XPTO123
BA,7112000,585301,0,6,3,JJF753
MS,3313901,880350,0,9,3,XPTO123
MG,2731700,928575,2,5,4,JJF753
RN,4322301,342446,0,3,2,FOO456
AC,4754703,115814,0,5,2,JJF753
AL,4673700,319036,0,15,3,XPTO123
RN,2731700,817671,4,20,2,XPTO123
RO,4322302,433211,0,2,1,JJF753
PB,3313901,86808,0,12,1,JJF753
PI,4754703,331797,4,8,3,FOO456
PB,4221903,360184,3,10,4,FOO456
DF,4322301,553562,0,11,3,JJF753
PB,2821601,203254,1,4,3,CABL951
PE,4673700,704730,0,1,1,JJF753
DF,4321500,844120,0,6,1,CABL951
PA,3511500,532566,0,17,1,JJF753
AC,3329599,971528,0,20,3,FOO456
RO,4221902,667545,0,8,3,MEL789
SC,3321000,946988,0,1,4,FOO456
ES,4221903,131028,0,1,2,FOO456
ES,4221902,779294,1,8,4,FOO456
RN,3511501,845663,0,10,4,FOO456
RO,4321500,727095,0,7,2,XPTO123
ES,4669999,44742,3,12,2,JJF753
AL,7112000,363317,1,16,4,JJF753
MT,4742300,603550,0,4,1,JJF753
MA,4322302,649802,2,3,1,JJF753
AL,4669901,258878,3,4,4,MEL789
MT,3329599,614832,0,18,4,XPTO123
ES,7112000,620084,0,12,3,XPTO123
RN,4221902,182956,4,1,4,CABL951
GO,4669999,132279,0,16,2,FOO456
AP,3321000,866167,0,2,2,JJF753
RO,4321500,479096,0,4,4,MEL789
AP,2731700,794832,1,17,2,CABL951
PR,3313901,882062,0,18,4,XPTO123
GO,3321000,971753,0,9,3,XPTO123
RR,4321500,719222,3,17,4,JJF753
RO,4322303,524769,0,11,2,JJF753
AL,4322301,77840,4,13,1,CABL951
CE,3511500,603093,0,20,2,JJF753
RR,4221903,196524,0,19,2,CABL951
SE,4322303,630956,2,7,1,CABL951
GO,3313901,758517,0,6,3,CABL951
PB,4221902,612063,0,9,2,FOO456
GO,4669901,522102,0,15,3,JJF753
MA,4321500,347399,3,13,3,FOO456
PE,4221903,293364,0,8,2,FOO456
RN,4742300,631144,2,18,2,MEL789
AP,4322301,813674,2,1,2,JJF753
MA,3511502,223632,0,16,4,FOO456
CE,3511500,41322,0,12,4,FOO456
DF,4322303,701438,3,19,2,CABL951
AL,4322302,593591,0,14,2,FOO456
RN,3511502,187884,2,17,2,XPTO123
MS,2821602,306732,0,11,3,CABL951
SE,3321000,280714,0,17,2,MEL789
RR,3511501,863033,0,9,4,JJF753
RN,2731700,422659,0,2,4,XPTO123
MA,7112000,776252,2,5,2,FOO456
TO,4322301,325892,0,1,4,XPTO123
SC,3313901,735581,0,15,2,JJF753
RO,4742300,896412,0,14,4,MEL789
PB,4221903,990236,0,14,3,MEL789
AC,3511501,166893,0,13,2,MEL789
BA,4669999,616947,0,6,4,JJF753
SE,4321500,852170,4,2,1,XPTO123
AP,4742300,341642,3,2,1,MEL789
MG,4322303,132162,0,17,3,MEL789
AL,4754703,299549,0,21,1,JJF753
MS,4321500,281980,0,20,4,XPTO123
CE,4322301,833895,3,1,3,JJF753
AP,4221903,306918,0,15,1,CABL951
SC,2821602,876406,1,9,2,XPTO123
PR,4321500,485651,3,14,1,XPTO123
MA,4322303,873528,4,14,4,MEL789
SE,3329599,640666,1,19,2,XPTO123
MG,2821602,706183,0,12,3,JJF753
PA,4321500,194676,0,15,2,CABL951
SE,4669999,535626,0,5,2,MEL789
MG,2821601,956803,0,4,1,XPTO123
MT,4322303,693417,0,19,4,JJF753
AC,4321500,106784,0,2,3,JJF753
TO,2821601,593893,0,3,1,MEL789
AC,4321500,874234,2,20,3,MEL789
SC,3511501,855101,0,11,4,JJF753
SP,4742300,815670,4,16,2,XPTO123
RJ,4742300,335137,3,9,3,CABL951
MA,7112000,514950,0,11,2,JJF753
PR,4322301,639958,0,13,1,FOO456
MS,4321500,280927,0,3,2,JJF753
BA,4322301,995651,3,11,2,CABL951
MS,3511502,142816,1,13,4,CABL951
SC,4754703,540764,2,7,1,FOO456
AM,4322303,964941,2,13,1,MEL789
PI,2731700,756520,3,13,3,MEL789
PR,3511500,284333,0,5,1,FOO456
PB,3329599,302156,3,14,1,CABL951
PA,3329599,663554,0,9,3,MEL789
RO,3511500,747809,0,12,3,CABL951
MS,4673700,523789,0,5,3,MEL789
PA,3329599,774666,0,14,4,XPTO123
GO,3321000,941865,0,17,1,XPTO123
AC,3511501,39545,0,1,3,FOO456
BA,4322301,929085,4,1,3,FOO456
SC,4669999,414598,0,10,2,CABL951
MS,4221903,385642,0,4,4,CABL951
MG,3329599,566374,4,4,4,CABL951
MA,4322303,656151,2,15,1,CABL951
AM,3511501,165297,0,7,4,MEL789
PR,4322302,600748,1,3,1,FOO456
RJ,4322303,202756,0,16,3,FOO456
MG,7112000,637327,0,2,4,JJF753
PA,4221902,964992,2,17,1,XPTO123
RR,4322301,597951,4,5,3,MEL789
